the_geom,unique_id,site_name,on_year,manufac,model,type_tower,MW_turbine,total_ht,tower_h,blade_l,rotor_dia,rotor_s_a,lat_DD,long_DD,state,county,conf_attr,conf_loc,WENDI_name,EIA_name,FAA_jdate,FAA_AGL,FAA_ORS,image_name,image_year,comments
MULTIPOINT ((-103.77700269000013 40.91085388250004)),17141,Cedar Creek 2,2011,Nordex,N90,monopole,2.5,125,80,45,90,6361.72,40.9109,-103.777,CO,Weld,2,2,Cedar Creek II (Nordex),Cedar Creek Wind,2011065,125,08-020548,Bing Maps Aerial,unknown,
MULTIPOINT ((-103.74506836100011 40.91104515830005)),17142,Cedar Creek 2,2011,Nordex,N90,monopole,2.5,125,80,45,90,6361.72,40.911,-103.7451,CO,Weld,2,2,Cedar Creek II (Nordex),Cedar Creek Wind,2011065,125,08-020480,Bing Maps Aerial,unknown,
MULTIPOINT ((-103.9042261980001 40.91136580170003)),17143,Cedar Creek 1,2007,Mitsubishi,MWT1000A,monopole,1,98.7,68,29.5,61.4,2960.92,40.9114,-103.9042,CO,Weld,2,2,Cedar Creek,Cedar Creek Wind,2007315,100,08-001577,Bing Maps Aerial,unknown,
MULTIPOINT ((-103.9768657070001 40.91158370250008)),17144,Cedar Creek 1,2007,Mitsubishi,MWT1000A,monopole,1,98.7,68,29.5,61.4,2960.92,40.9116,-103.9769,CO,Weld,2,2,Cedar Creek,Cedar Creek Wind,2007301,100,08-001505,Bing Maps Aerial,unknown,
MULTIPOINT ((-103.96066309500011 40.911699159400065)),17145,Cedar Creek 1,2007,Mitsubishi,MWT1000A,monopole,1,98.7,68,29.5,61.4,2960.92,40.9117,-103.9607,CO,Weld,2,2,Cedar Creek,Cedar Creek Wind,2007301,100,08-001517,Bing Maps Aerial,unknown,
MULTIPOINT ((-103.2794087680001 40.911879681400045)),17146,Logan Wind Energy,2007,GE,1.5SLE,monopole,1.5,118.5,80,38.5,77,4656.62,40.9119,-103.2794,CO,Logan,2,2,Unknown,Unknown,2007334,119,08-020020,Bing Maps Aerial,unknown,
MULTIPOINT ((-103.22669193700011 40.91202952340006)),17147,Logan Wind Energy,2007,GE,1.5SLE,monopole,1.5,118.5,80,38.5,77,4656.62,40.912,-103.2267,CO,Logan,2,2,Unknown,Unknown,2007344,119,08-020058,Bing Maps Aerial,unknown,
MULTIPOINT ((-103.7884943560001 40.91216189530001)),17148,Cedar Creek 2,2011,Nordex,N90,monopole,2.5,125,80,45,90,6361.72,40.9122,-103.7885,CO,Weld,2,2,Cedar Creek II (Nordex),Cedar Creek Wind,2011080,125,08-020443,Bing Maps Aerial,unknown,
MULTIPOINT ((-103.9022808370001 40.91227954140006)),17149,Cedar Creek 1,2007,Mitsubishi,MWT1000A,monopole,1,98.7,68,29.5,61.4,2960.92,40.9123,-103.9023,CO,Weld,2,2,Cedar Creek,Cedar Creek Wind,2007315,100,08-001576,Bing Maps Aerial,unknown,
MULTIPOINT ((-103.9450838500001 40.9124600183)),17150,Cedar Creek 1,2007,Mitsubishi,MWT1000A,monopole,1,98.7,68,29.5,61.4,2960.92,40.9125,-103.9451,CO,Weld,2,2,Cedar Creek,Cedar Creek Wind,2007301,100,08-001547,Bing Maps Aerial,unknown,
MULTIPOINT ((-103.9587398390001 40.91269047830004)),17151,Cedar Creek 1,2007,Mitsubishi,MWT1000A,monopole,1,98.7,68,29.5,61.4,2960.92,40.9127,-103.9587,CO,Weld,2,2,Cedar Creek,Cedar Creek Wind,2007301,100,08-001516,Bing Maps Aerial,unknown,
MULTIPOINT ((-103.8193863850001 40.91275815249996)),17152,Cedar Creek 2,2011,Nordex,N90,monopole,2.5,125,80,45,90,6361.72,40.9128,-103.8194,CO,Weld,2,2,Cedar Creek II (Nordex),Cedar Creek Wind,2011045,125,08-020426,Bing Maps Aerial,unknown,
MULTIPOINT ((-103.9005709570001 40.91312897710005)),17153,Cedar Creek 1,2007,Mitsubishi,MWT1000A,monopole,1,98.7,68,29.5,61.4,2960.92,40.9131,-103.9006,CO,Weld,2,2,Cedar Creek,Cedar Creek Wind,2007308,100,08-001575,Bing Maps Aerial,unknown,
MULTIPOINT ((-103.81448172900012 40.91359600119996)),17154,Cedar Creek 2,2011,Nordex,N90,monopole,2.5,125,80,45,90,6361.72,40.9136,-103.8145,CO,Weld,2,2,Cedar Creek II (Nordex),Cedar Creek Wind,2011038,125,08-020422,Bing Maps Aerial,unknown,
MULTIPOINT ((-103.2057485120001 40.91373615510005)),17155,Logan Wind Energy,2007,GE,1.5SLE,monopole,1.5,118.5,80,38.5,77,4656.62,40.9137,-103.2057,CO,Logan,2,2,Unknown,Unknown,2007344,119,08-020069,Bing Maps Aerial,unknown,
MULTIPOINT ((-103.93044905900011 40.9138024685)),17156,Cedar Creek 1,2007,Mitsubishi,MWT1000A,monopole,1,98.7,68,29.5,61.4,2960.92,40.9138,-103.9304,CO,Weld,2,2,Cedar Creek,Cedar Creek Wind,2007308,100,08-001564,Bing Maps Aerial,unknown,
MULTIPOINT ((-103.9767947430001 40.913818007300044)),17157,Cedar Creek 1,2007,Mitsubishi,MWT1000A,monopole,1,98.7,68,29.5,61.4,2960.92,40.9138,-103.9768,CO,Weld,2,2,Cedar Creek,Cedar Creek Wind,2007301,100,08-001504,Bing Maps Aerial,unknown,
MULTIPOINT ((-103.9565764770001 40.91388860280006)),17158,Cedar Creek 1,2007,Mitsubishi,MWT1000A,monopole,1,98.7,68,29.5,61.4,2960.92,40.9139,-103.9566,CO,Weld,2,2,Cedar Creek,Cedar Creek Wind,2007301,100,08-001515,Bing Maps Aerial,unknown,
MULTIPOINT ((-103.9438086960001 40.91406966750002)),17159,Cedar Creek 1,2007,Mitsubishi,MWT1000A,monopole,1,98.7,68,29.5,61.4,2960.92,40.9141,-103.9438,CO,Weld,2,2,Cedar Creek,Cedar Creek Wind,2007301,100,08-001546,Bing Maps Aerial,unknown,
MULTIPOINT ((-103.2224143000001 40.91409241769999)),17160,Logan Wind Energy,2007,GE,1.5SLE,monopole,1.5,118.5,80,38.5,77,4656.62,40.9141,-103.2224,CO,Logan,2,2,Unknown,Unknown,2007344,119,08-020059,Bing Maps Aerial,unknown,
MULTIPOINT ((-103.8984803950001 40.914120280700004)),17161,Cedar Creek 1,2007,Mitsubishi,MWT1000A,monopole,1,98.7,68,29.5,61.4,2960.92,40.9141,-103.8985,CO,Weld,2,2,Cedar Creek,Cedar Creek Wind,2007308,100,08-001567,Bing Maps Aerial,unknown,
MULTIPOINT ((-103.9546319160001 40.91435344819993)),17162,Cedar Creek 1,2007,Mitsubishi,MWT1000A,monopole,1,98.7,68,29.5,61.4,2960.92,40.9144,-103.9546,CO,Weld,2,2,Cedar Creek,Cedar Creek Wind,2007301,100,08-001514,Bing Maps Aerial,unknown,
MULTIPOINT ((-103.27624015800009 40.914418033100034)),17163,Logan Wind Energy,2007,GE,1.5SLE,monopole,1.5,118.5,80,38.5,77,4656.62,40.9144,-103.2762,CO,Logan,2,2,Unknown,Unknown,2007334,119,08-020019,Bing Maps Aerial,unknown,
MULTIPOINT ((-103.8094268120001 40.914437051000036)),17164,Cedar Creek 2,2011,Nordex,N90,monopole,2.5,125,80,45,90,6361.72,40.9144,-103.8094,CO,Weld,2,2,Cedar Creek II (Nordex),Cedar Creek Wind,2011045,125,08-020428,Bing Maps Aerial,unknown,
MULTIPOINT ((-103.9284733560001 40.914776865600096)),17165,Cedar Creek 1,2007,Mitsubishi,MWT1000A,monopole,1,98.7,68,29.5,61.4,2960.92,40.9148,-103.9285,CO,Weld,2,2,Cedar Creek,Cedar Creek Wind,2007308,100,08-001563,Bing Maps Aerial,unknown,
MULTIPOINT ((-103.9424524330001 40.91562168040002)),17166,Cedar Creek 1,2007,Mitsubishi,MWT1000A,monopole,1,98.7,68,29.5,61.4,2960.92,40.9156,-103.9425,CO,Weld,2,2,Cedar Creek,Cedar Creek Wind,2007301,100,08-001543,Bing Maps Aerial,unknown,
MULTIPOINT ((-104.0812392690001 40.91567411150009)),17167,Cedar Creek 1,2006,GE,1.5SLE,monopole,1.5,118.5,80,38.5,77,4656.62,40.9157,-104.0812,CO,Weld,2,2,Cedar Creek,Cedar Creek Wind,2007112,119,08-001268,Bing Maps Aerial,unknown,
MULTIPOINT ((-103.2724195510001 40.91572914860006)),17168,Logan Wind Energy,2007,GE,1.5SLE,monopole,1.5,118.5,80,38.5,77,4656.62,40.9157,-103.2724,CO,Logan,2,2,Unknown,Unknown,2007341,119,08-020038,Bing Maps Aerial,unknown,
MULTIPOINT ((-103.97651280200012 40.91587702260004)),17169,Cedar Creek 1,2007,Mitsubishi,MWT1000A,monopole,1,98.7,68,29.5,61.4,2960.92,40.9159,-103.9765,CO,Weld,2,2,Cedar Creek,Cedar Creek Wind,2007238,100,08-001416,Bing Maps Aerial,unknown,
MULTIPOINT ((-103.2546641720001 40.91589376350003)),17170,Logan Wind Energy,2007,GE,1.5SLE,monopole,1.5,118.5,80,38.5,77,4656.62,40.9159,-103.2547,CO,Logan,2,2,Unknown,Unknown,2007341,119,08-020041,Bing Maps Aerial,unknown,
MULTIPOINT ((-103.9257023030001 40.91592671480002)),17171,Cedar Creek 1,2007,Mitsubishi,MWT1000A,monopole,1,98.7,68,29.5,61.4,2960.92,40.9159,-103.9257,CO,Weld,2,2,Cedar Creek,Cedar Creek Wind,2007308,100,08-001562,Bing Maps Aerial,unknown,
MULTIPOINT ((-103.92183018700013 40.916142055700035)),17172,Cedar Creek 1,2007,Mitsubishi,MWT1000A,monopole,1,98.7,68,29.5,61.4,2960.92,40.9161,-103.9218,CO,Weld,2,2,Cedar Creek,Cedar Creek Wind,2007308,100,08-001561,Bing Maps Aerial,unknown,
MULTIPOINT ((-103.91864551500011 40.91648205590002)),17173,Cedar Creek 1,2007,Mitsubishi,MWT1000A,monopole,1,98.7,68,29.5,61.4,2960.92,40.9165,-103.9186,CO,Weld,2,2,Cedar Creek,Cedar Creek Wind,2007308,100,08-001560,Bing Maps Aerial,unknown,
MULTIPOINT ((-103.2687518860001 40.91682097140002)),17174,Logan Wind Energy,2007,GE,1.5SLE,monopole,1.5,118.5,80,38.5,77,4656.62,40.9168,-103.2688,CO,Logan,2,2,Unknown,Unknown,2007341,119,08-020040,Bing Maps Aerial,unknown,
MULTIPOINT ((-103.2401506580001 40.917538522900045)),17175,Logan Wind Energy,2007,GE,1.5SLE,monopole,1.5,118.5,80,38.5,77,4656.62,40.9175,-103.2402,CO,Logan,2,2,Unknown,Unknown,2007341,119,08-020044,Bing Maps Aerial,unknown,
MULTIPOINT ((-103.2355624250001 40.91772576510006)),17176,Logan Wind Energy,2007,GE,1.5SLE,monopole,1.5,118.5,80,38.5,77,4656.62,40.9177,-103.2356,CO,Logan,2,2,Unknown,Unknown,2007341,119,08-020045,Bing Maps Aerial,unknown,
MULTIPOINT ((-103.25009644000009 40.91773729350002)),17177,Logan Wind Energy,2007,GE,1.5SLE,monopole,1.5,118.5,80,38.5,77,4656.62,40.9177,-103.2501,CO,Logan,2,2,Unknown,Unknown,2007341,119,08-020042,Bing Maps Aerial,unknown,
MULTIPOINT ((-103.2448427490001 40.91771175160002)),17178,Logan Wind Energy,2007,GE,1.5SLE,monopole,1.5,118.5,80,38.5,77,4656.62,40.9177,-103.2448,CO,Logan,2,2,Unknown,Unknown,2007341,119,08-020043,Bing Maps Aerial,unknown,
MULTIPOINT ((-103.2849898720001 40.91788268190008)),17179,Logan Wind Energy,2007,GE,1.5SLE,monopole,1.5,118.5,80,38.5,77,4656.62,40.9179,-103.285,CO,Logan,2,2,Unknown,Unknown,2007334,119,08-020021,Bing Maps Aerial,unknown,
MULTIPOINT ((-104.0785764920001 40.91788017060003)),17180,Cedar Creek 1,2006,GE,1.5SLE,monopole,1.5,118.5,80,38.5,77,4656.62,40.9179,-104.0786,CO,Weld,2,2,Cedar Creek,Cedar Creek Wind,2007112,119,08-001267,Bing Maps Aerial,unknown,
MULTIPOINT ((-103.23122013600013 40.918046644800064)),17181,Logan Wind Energy,2007,GE,1.5SLE,monopole,1.5,118.5,80,38.5,77,4656.62,40.918,-103.2312,CO,Logan,2,2,Unknown,Unknown,2007341,119,08-020046,Bing Maps Aerial,unknown,
MULTIPOINT ((-103.9756657120001 40.918461396400026)),17182,Cedar Creek 1,2007,Mitsubishi,MWT1000A,monopole,1,98.7,68,29.5,61.4,2960.92,40.9185,-103.9757,CO,Weld,2,2,Cedar Creek,Cedar Creek Wind,2007238,100,08-001424,Bing Maps Aerial,unknown,
MULTIPOINT ((-103.86449765200011 40.91972492660005)),17183,Cedar Creek 2 (GE),2011,GE,1.5SLE,monopole,1.5,118.5,80,38.5,77,4656.62,40.9197,-103.8645,CO,Weld,2,2,Cedar Creek II (GE),Cedar Creek Wind,2011129,119,08-020511,Bing Maps Aerial,unknown,
MULTIPOINT ((-104.07778140400012 40.91981295090002)),17184,Cedar Creek 1,2006,GE,1.5SLE,monopole,1.5,118.5,80,38.5,77,4656.62,40.9198,-104.0778,CO,Weld,2,2,Cedar Creek,Cedar Creek Wind,2011208,119,08-001223,Bing Maps Aerial,unknown,
MULTIPOINT ((-103.85183285000011 40.92001365240001)),17185,Cedar Creek 2 (GE),2011,GE,1.5SLE,monopole,1.5,118.5,80,38.5,77,4656.62,40.92,-103.8518,CO,Weld,2,2,Cedar Creek II (GE),Cedar Creek Wind,2011129,119,08-020515,Bing Maps Aerial,unknown,
MULTIPOINT ((-103.8482494750001 40.920011509400055)),17186,Cedar Creek 2 (GE),2011,GE,1.5SLE,monopole,1.5,118.5,80,38.5,77,4656.62,40.92,-103.8482,CO,Weld,2,2,Cedar Creek II (GE),Cedar Creek Wind,2011147,119,08-020591,Bing Maps Aerial,unknown,
MULTIPOINT ((-103.8140203810001 40.92006498690008)),17187,Cedar Creek 2 (GE),2011,GE,1.5SLE,monopole,1.5,118.5,80,38.5,77,4656.62,40.9201,-103.814,CO,Weld,2,2,Cedar Creek II (GE),Cedar Creek Wind,2011046,119,08-020430,Bing Maps Aerial,unknown,
MULTIPOINT ((-103.8081366610001 40.92019738580005)),17188,Cedar Creek 2 (GE),2011,GE,1.5SLE,monopole,1.5,118.5,80,38.5,77,4656.62,40.9202,-103.8081,CO,Weld,2,2,Cedar Creek II (GE),Cedar Creek Wind,2011046,119,08-020433,Bing Maps Aerial,unknown,
MULTIPOINT ((-103.77710927700012 40.92027467040006)),17189,Cedar Creek 2,2011,Nordex,N90,monopole,2.5,125,80,45,90,6361.72,40.9203,-103.7771,CO,Weld,2,2,Cedar Creek II (Nordex),Cedar Creek Wind,2011151,125,08-020549,Bing Maps Aerial,unknown,
MULTIPOINT ((-103.9745176470001 40.92041291850004)),17190,Cedar Creek 1,2007,Mitsubishi,MWT1000A,monopole,1,98.7,68,29.5,61.4,2960.92,40.9204,-103.9745,CO,Weld,2,2,Cedar Creek,Cedar Creek Wind,2007301,100,08-001497,Bing Maps Aerial,unknown,
MULTIPOINT ((-103.8452982540001 40.92068509510006)),17191,Cedar Creek 2 (GE),2011,GE,1.5SLE,monopole,1.5,118.5,80,38.5,77,4656.62,40.9207,-103.8453,CO,Weld,2,2,Cedar Creek II (GE),Cedar Creek Wind,2011154,119,08-020592,Bing Maps Aerial,unknown,
MULTIPOINT ((-103.8583808720001 40.921182897999984)),17192,Cedar Creek 2 (GE),2011,GE,1.5SLE,monopole,1.5,118.5,80,38.5,77,4656.62,40.9212,-103.8584,CO,Weld,2,2,Cedar Creek II (GE),Cedar Creek Wind,2011129,119,08-020513,Bing Maps Aerial,unknown,
MULTIPOINT ((-103.7735943910001 40.92153400929996)),17193,Cedar Creek 2,2011,Nordex,N90,monopole,2.5,125,80,45,90,6361.72,40.9215,-103.7736,CO,Weld,2,2,Cedar Creek II (Nordex),Cedar Creek Wind,2011077,125,08-020445,Bing Maps Aerial,unknown,
MULTIPOINT ((-104.0759869130001 40.921620904900074)),17194,Cedar Creek 1,2006,GE,1.5SLE,monopole,1.5,118.5,80,38.5,77,4656.62,40.9216,-104.076,CO,Weld,2,2,Cedar Creek,Cedar Creek Wind,2007085,119,08-001222,Bing Maps Aerial,unknown,
MULTIPOINT ((-103.84307334100009 40.922084417000065)),17195,Cedar Creek 2 (GE),2011,GE,1.5SLE,monopole,1.5,118.5,80,38.5,77,4656.62,40.9221,-103.8431,CO,Weld,2,2,Cedar Creek II (GE),Cedar Creek Wind,2011130,119,08-020516,Bing Maps Aerial,unknown,
MULTIPOINT ((-103.97340363200011 40.92208679300001)),17196,Cedar Creek 1,2007,Mitsubishi,MWT1000A,monopole,1,98.7,68,29.5,61.4,2960.92,40.9221,-103.9734,CO,Weld,2,2,Cedar Creek,Cedar Creek Wind,2010050,100,08-020316,Bing Maps Aerial,unknown,
MULTIPOINT ((-103.86359527800012 40.92246582890012)),17197,Cedar Creek 2 (GE),2011,GE,1.5SLE,monopole,1.5,118.5,80,38.5,77,4656.62,40.9225,-103.8636,CO,Weld,2,2,Cedar Creek II (GE),Cedar Creek Wind,2011129,119,08-020512,Bing Maps Aerial,unknown,
MULTIPOINT ((-104.0742405810001 40.923367858400006)),17198,Cedar Creek 1,2006,GE,1.5SLE,monopole,1.5,118.5,80,38.5,77,4656.62,40.9234,-104.0742,CO,Weld,2,2,Cedar Creek,Cedar Creek Wind,2007085,119,08-001221,Bing Maps Aerial,unknown,
MULTIPOINT ((-103.81978023700012 40.923400597)),17199,Cedar Creek 2 (GE),2011,GE,1.5SLE,monopole,1.5,118.5,80,38.5,77,4656.62,40.9234,-103.8198,CO,Weld,2,2,Cedar Creek II (GE),Cedar Creek Wind,2011045,119,08-020427,Bing Maps Aerial,unknown,
MULTIPOINT ((-103.8573660530001 40.9240021683001)),17200,Cedar Creek 2 (GE),2011,GE,1.5SLE,monopole,1.5,118.5,80,38.5,77,4656.62,40.924,-103.8574,CO,Weld,2,2,Cedar Creek II (GE),Cedar Creek Wind,2011146,119,08-020573,Bing Maps Aerial,unknown,
MULTIPOINT ((-104.0617361580001 40.924240923600024)),17201,Cedar Creek 1,2006,GE,1.5SLE,monopole,1.5,118.5,80,38.5,77,4656.62,40.9242,-104.0617,CO,Weld,2,2,Cedar Creek,Cedar Creek Wind,2007085,119,08-001220,Bing Maps Aerial,unknown,
MULTIPOINT ((-104.0584714290001 40.92497216080004)),17202,Cedar Creek 1,2006,GE,1.5SLE,monopole,1.5,118.5,80,38.5,77,4656.62,40.925,-104.0585,CO,Weld,2,2,Cedar Creek,Cedar Creek Wind,2007112,119,08-001265,Bing Maps Aerial,unknown,
MULTIPOINT ((-104.0724172280001 40.925166354900064)),17203,Cedar Creek 1,2006,GE,1.5SLE,monopole,1.5,118.5,80,38.5,77,4656.62,40.9252,-104.0724,CO,Weld,2,2,Cedar Creek,Cedar Creek Wind,2007112,119,08-001266,Bing Maps Aerial,unknown,
MULTIPOINT ((-103.28006079000009 40.92529802880001)),17204,Logan Wind Energy,2007,GE,1.5SLE,monopole,1.5,118.5,80,38.5,77,4656.62,40.9253,-103.2801,CO,Logan,2,2,Unknown,Unknown,2007331,119,08-020001,Bing Maps Aerial,unknown,
MULTIPOINT ((-103.0266219600001 40.926074872500024)),17205,Spring Canyon,2006,GE,1.5SLE,monopole,1.5,118.5,80,38.5,77,4656.62,40.9261,-103.0266,CO,Logan,2,2,Unknown,Spring Canyon,2006162,119,08-001171,Bing Maps Aerial,unknown,
MULTIPOINT ((-103.8430016940001 40.926097930200065)),17206,Cedar Creek 2 (GE),2011,GE,1.5SLE,monopole,1.5,118.5,80,38.5,77,4656.62,40.9261,-103.843,CO,Weld,2,2,Cedar Creek II (GE),Cedar Creek Wind,2011154,119,08-020593,Bing Maps Aerial,unknown,
MULTIPOINT ((-103.8132552810001 40.926101645800024)),17207,Cedar Creek 2 (GE),2011,GE,1.5SLE,monopole,1.5,118.5,80,38.5,77,4656.62,40.9261,-103.8133,CO,Weld,2,2,Cedar Creek II (GE),Cedar Creek Wind,2011045,119,08-020429,Bing Maps Aerial,unknown,
MULTIPOINT ((-103.7961980350001 40.92666085290008)),17208,Cedar Creek 2 (GE),2011,GE,1.5SLE,monopole,1.5,118.5,80,38.5,77,4656.62,40.9267,-103.7962,CO,Weld,2,2,Cedar Creek II (GE),Cedar Creek Wind,2011129,119,08-020527,Bing Maps Aerial,unknown,
MULTIPOINT ((-103.0307353390001 40.92683661980005)),17209,Spring Canyon,2006,GE,1.5SLE,monopole,1.5,118.5,80,38.5,77,4656.62,40.9268,-103.0307,CO,Logan,2,2,Unknown,Spring Canyon,2006134,119,08-001158,Bing Maps Aerial,unknown,
MULTIPOINT ((-103.0357334600001 40.92687323110004)),17210,Spring Canyon,2006,GE,1.5SLE,monopole,1.5,118.5,80,38.5,77,4656.62,40.9269,-103.0357,CO,Logan,2,2,Unknown,Spring Canyon,2006022,119,08-001130,Bing Maps Aerial,unknown,
MULTIPOINT ((-103.2755788620001 40.92691182980007)),17211,Logan Wind Energy,2007,GE,1.5SLE,monopole,1.5,118.5,80,38.5,77,4656.62,40.9269,-103.2756,CO,Logan,2,2,Unknown,Unknown,2007334,119,08-020023,Bing Maps Aerial,unknown,
MULTIPOINT ((-103.7691337530001 40.927118609300024)),17212,Cedar Creek 2,2011,Nordex,N90,monopole,2.5,125,80,45,90,6361.72,40.9271,-103.7691,CO,Weld,2,2,Cedar Creek II (Nordex),Cedar Creek Wind,2011046,125,08-020431,Bing Maps Aerial,unknown,
MULTIPOINT ((-103.2707346250001 40.92742940020004)),17213,Logan Wind Energy,2007,GE,1.5SLE,monopole,1.5,118.5,80,38.5,77,4656.62,40.9274,-103.2707,CO,Logan,2,2,Unknown,Unknown,2007334,119,08-020025,Bing Maps Aerial,unknown,
MULTIPOINT ((-103.8573129000001 40.92749389490001)),17214,Cedar Creek 2 (GE),2011,GE,1.5SLE,monopole,1.5,118.5,80,38.5,77,4656.62,40.9275,-103.8573,CO,Weld,2,2,Cedar Creek II (GE),Cedar Creek Wind,2011129,119,08-020514,Bing Maps Aerial,unknown,
MULTIPOINT ((-103.2628615400001 40.928298890800036)),17215,Logan Wind Energy,2007,GE,1.5SLE,monopole,1.5,118.5,80,38.5,77,4656.62,40.9283,-103.2629,CO,Logan,2,2,Unknown,Unknown,2007334,119,08-020026,Bing Maps Aerial,unknown,
MULTIPOINT ((-103.2497353440001 40.92839266590006)),17216,Logan Wind Energy,2007,GE,1.5SLE,monopole,1.5,118.5,80,38.5,77,4656.62,40.9284,-103.2497,CO,Logan,2,2,Unknown,Unknown,2007334,119,08-020034,Bing Maps Aerial,unknown,
MULTIPOINT ((-103.8120580150001 40.928681151900044)),17217,Cedar Creek 2 (GE),2011,GE,1.5SLE,monopole,1.5,118.5,80,38.5,77,4656.62,40.9287,-103.8121,CO,Weld,2,2,Cedar Creek II (GE),Cedar Creek Wind,2011046,119,08-020432,Bing Maps Aerial,unknown,
MULTIPOINT ((-103.2585480060001 40.9287788746001)),17218,Logan Wind Energy,2007,GE,1.5SLE,monopole,1.5,118.5,80,38.5,77,4656.62,40.9288,-103.2585,CO,Logan,2,2,Unknown,Unknown,2007334,119,08-020027,Bing Maps Aerial,unknown,
MULTIPOINT ((-103.7938705550001 40.92880936520007)),17219,Cedar Creek 2 (GE),2011,GE,1.5SLE,monopole,1.5,118.5,80,38.5,77,4656.62,40.9288,-103.7939,CO,Weld,2,2,Cedar Creek II (GE),Cedar Creek Wind,2011147,119,08-020559,Bing Maps Aerial,unknown,
MULTIPOINT ((-103.0554195760001 40.928845006800096)),17220,Spring Canyon,2006,GE,1.5SLE,monopole,1.5,118.5,80,38.5,77,4656.62,40.9288,-103.0554,CO,Logan,2,2,Unknown,Spring Canyon,2006043,119,08-001145,Bing Maps Aerial,unknown,
MULTIPOINT ((-103.24462720600012 40.928876261399935)),17221,Logan Wind Energy,2007,GE,1.5SLE,monopole,1.5,118.5,80,38.5,77,4656.62,40.9289,-103.2446,CO,Logan,2,2,Unknown,Unknown,2007334,119,08-020029,Bing Maps Aerial,unknown,
MULTIPOINT ((-103.2541975370001 40.92902837690002)),17222,Logan Wind Energy,2007,GE,1.5SLE,monopole,1.5,118.5,80,38.5,77,4656.62,40.929,-103.2542,CO,Logan,2,2,Unknown,Unknown,2007334,119,08-020028,Bing Maps Aerial,unknown,
MULTIPOINT ((-103.7672578890001 40.92927231710003)),17223,Cedar Creek 2,2011,Nordex,N90,monopole,2.5,125,80,45,90,6361.72,40.9293,-103.7673,CO,Weld,2,2,Cedar Creek II (Nordex),Cedar Creek Wind,2011046,125,08-020434,Bing Maps Aerial,unknown,
MULTIPOINT ((-103.2400332600001 40.929342221100136)),17224,Logan Wind Energy,2007,GE,1.5SLE,monopole,1.5,118.5,80,38.5,77,4656.62,40.9293,-103.24,CO,Logan,2,2,Unknown,Unknown,2007334,119,08-020035,Bing Maps Aerial,unknown,
MULTIPOINT ((-103.0521071660001 40.92937232660005)),17225,Spring Canyon,2006,GE,1.5SLE,monopole,1.5,118.5,80,38.5,77,4656.62,40.9294,-103.0521,CO,Logan,2,2,Unknown,Spring Canyon,2006134,119,08-001157,Bing Maps Aerial,unknown,
MULTIPOINT ((-103.23588031800011 40.92944219500003)),17226,Logan Wind Energy,2007,GE,1.5SLE,monopole,1.5,118.5,80,38.5,77,4656.62,40.9294,-103.2359,CO,Logan,2,2,Unknown,Unknown,2007334,119,08-020030,Bing Maps Aerial,unknown,
MULTIPOINT ((-103.2213385580001 40.93003722820004)),17227,Logan Wind Energy,2007,GE,1.5SLE,monopole,1.5,118.5,80,38.5,77,4656.62,40.93,-103.2213,CO,Logan,2,2,Unknown,Unknown,2007334,119,08-020037,Bing Maps Aerial,unknown,
MULTIPOINT ((-103.2260654300001 40.9301171547)),17228,Logan Wind Energy,2007,GE,1.5SLE,monopole,1.5,118.5,80,38.5,77,4656.62,40.9301,-103.2261,CO,Logan,2,2,Unknown,Unknown,2007334,119,08-020036,Bing Maps Aerial,unknown,
MULTIPOINT ((-103.8500795900001 40.93067037970002)),17229,Cedar Creek 2 (GE),2011,GE,1.5SLE,monopole,1.5,118.5,80,38.5,77,4656.62,40.9307,-103.8501,CO,Weld,2,2,Cedar Creek II (GE),Cedar Creek Wind,2011138,119,08-020517,Bing Maps Aerial,unknown,
MULTIPOINT ((-103.0485769100001 40.93068287610007)),17230,Spring Canyon,2006,GE,1.5SLE,monopole,1.5,118.5,80,38.5,77,4656.62,40.9307,-103.0486,CO,Logan,2,2,Unknown,Spring Canyon,2006043,119,08-001147,Bing Maps Aerial,unknown,
MULTIPOINT ((-103.84679713300011 40.93116466270005)),17231,Cedar Creek 2 (GE),2011,GE,1.5SLE,monopole,1.5,118.5,80,38.5,77,4656.62,40.9312,-103.8468,CO,Weld,2,2,Cedar Creek II (GE),Cedar Creek Wind,2011154,119,08-020594,Bing Maps Aerial,unknown,
MULTIPOINT ((-103.2312445430001 40.93120365650014)),17232,Logan Wind Energy,2007,GE,1.5SLE,monopole,1.5,118.5,80,38.5,77,4656.62,40.9312,-103.2312,CO,Logan,2,2,Unknown,Unknown,2007334,119,08-020031,Bing Maps Aerial,unknown,
MULTIPOINT ((-104.0600422810001 40.93156473110008)),17233,Cedar Creek 1,2006,GE,1.5SLE,monopole,1.5,118.5,80,38.5,77,4656.62,40.9316,-104.06,CO,Weld,2,2,Cedar Creek,Cedar Creek Wind,2007112,119,08-001264,Bing Maps Aerial,unknown,
MULTIPOINT ((-103.7921360470001 40.931580455000116)),17234,Cedar Creek 2 (GE),2011,GE,1.5SLE,monopole,1.5,118.5,80,38.5,77,4656.62,40.9316,-103.7921,CO,Weld,2,2,Cedar Creek II (GE),Cedar Creek Wind,2011129,119,08-020528,Bing Maps Aerial,unknown,
